Src IP,Dst IP,Src Port,Dst Port,Protocol,Duration (s),Out Bytes,In Bytes,Total Packets,Total Bytes,Bytes/sec,Bytes/pkt,Pkts/sec,Ratio Out/In,State Flags,Direction
10.20.73.129,172.16.0.100,49920,53,17,0.00,0,81,1,81,0.00,81.00,0.00,0.00,,->
10.20.73.129,172.16.0.101,59039,53,17,0.00,0,81,1,81,0.00,81.00,0.00,0.00,,->
10.20.73.129,10.64.76.10,55896,53,17,0.00,0,81,1,81,0.00,81.00,0.00,0.00,,->
10.20.73.129,10.64.77.10,63850,53,17,0.00,0,81,1,81,84934656.00,81.00,1048576.00,0.00,,->
10.20.73.129,172.18.2.20,54180,53,17,0.00,0,81,1,81,84934656.00,81.00,1048576.00,0.00,,->
10.20.73.129,172.18.3.20,65360,53,17,0.00,0,114,1,114,119537664.00,114.00,1048576.00,0.00,,->
10.20.73.129,10.64.77.10,58173,53,17,0.00,0,79,1,79,0.00,79.00,0.00,0.00,,->
10.20.73.129,172.16.0.100,50159,53,17,0.00,0,114,1,114,0.00,114.00,0.00,0.00,,->
10.20.73.129,172.16.0.101,58171,53,17,0.00,0,114,1,114,95630131.20,114.00,838860.80,0.00,,->
10.20.73.129,10.64.76.10,64166,53,17,0.00,0,114,1,114,119537664.00,114.00,1048576.00,0.00,,->
10.20.73.129,10.64.77.10,59212,53,17,0.00,0,114,1,114,159383552.00,114.00,1398101.33,0.00,,->
10.20.73.129,172.18.2.20,56553,53,17,0.00,0,114,1,114,119537664.00,114.00,1048576.00,0.00,,->
10.20.73.129,172.16.0.100,58818,53,17,0.00,0,79,1,79,66270003.20,79.00,838860.80,0.00,,->
10.20.73.129,172.16.0.101,54181,53,17,0.00,0,79,1,79,82837504.00,79.00,1048576.00,0.00,,->
10.20.73.129,10.64.76.10,56873,53,17,0.00,0,79,1,79,110450005.33,79.00,1398101.33,0.00,,->
10.20.73.129,172.18.3.20,63910,53,17,0.00,0,73,1,73,61236838.40,73.00,838860.80,0.00,,->
10.20.73.129,10.64.77.10,57701,53,17,0.00,0,73,1,73,61236838.40,73.00,838860.80,0.00,,->
10.20.73.129,10.64.76.10,51264,53,17,0.00,0,73,1,73,76546048.00,73.00,1048576.00,0.00,,->
10.20.73.129,10.64.77.10,62587,53,17,0.00,0,73,1,73,76546048.00,73.00,1048576.00,0.00,,->
10.20.73.129,172.18.2.20,63275,53,17,0.00,0,73,1,73,0.00,73.00,0.00,0.00,,->
10.20.73.129,172.16.0.100,65504,53,17,0.00,0,73,1,73,25515349.33,73.00,349525.33,0.00,,->
10.20.73.129,172.16.0.101,55539,53,17,0.00,0,73,1,73,0.00,73.00,0.00,0.00,,->
10.20.73.129,10.64.76.10,58055,53,17,0.00,0,73,1,73,76546048.00,73.00,1048576.00,0.00,,->
10.20.73.129,172.18.3.20,59648,53,17,0.00,0,79,1,79,0.00,79.00,0.00,0.00,,->
10.20.73.129,172.16.0.101,52064,53,17,0.00,0,73,1,73,0.00,73.00,0.00,0.00,,->
10.20.73.129,172.16.0.100,56451,53,17,0.00,0,95,1,95,0.00,95.00,0.00,0.00,,->
10.20.73.129,172.18.2.20,53234,53,17,0.00,0,79,1,79,0.00,79.00,0.00,0.00,,->
10.20.73.129,172.16.0.100,54982,53,17,0.00,0,73,1,73,0.00,73.00,0.00,0.00,,->
10.20.73.129,172.18.3.20,63265,53,17,0.00,0,73,1,73,0.00,73.00,0.00,0.00,,->
10.20.73.129,172.16.0.101,56365,53,17,0.00,0,106,1,106,49399580.44,106.00,466033.78,0.00,,->
10.20.73.129,172.18.2.20,61020,53,17,0.00,0,73,1,73,0.00,73.00,0.00,0.00,,->
10.20.73.129,172.16.0.100,59170,53,17,0.00,0,106,1,106,0.00,106.00,0.00,0.00,,->
10.20.73.129,10.64.77.10,65096,53,17,0.00,0,106,1,106,0.00,106.00,0.00,0.00,,->
10.20.73.129,10.64.76.10,53688,53,17,0.00,0,106,1,106,88919244.80,106.00,838860.80,0.00,,->
10.20.73.129,172.18.2.20,59201,53,17,0.00,0,106,1,106,0.00,106.00,0.00,0.00,,->
10.20.73.129,10.64.77.10,58145,53,17,0.00,0,95,1,95,0.00,95.00,0.00,0.00,,->
10.20.73.129,172.16.0.101,52467,53,17,0.00,0,95,1,95,0.00,95.00,0.00,0.00,,->
10.20.73.129,10.64.76.10,58147,53,17,0.00,0,95,1,95,99614720.00,95.00,1048576.00,0.00,,->
10.20.73.129,172.18.3.20,62504,53,17,0.00,0,106,1,106,0.00,106.00,0.00,0.00,,->
10.20.73.129,172.18.2.20,59240,53,17,0.00,0,95,1,95,0.00,95.00,0.00,0.00,,->
10.20.73.129,172.18.3.20,50963,53,17,0.00,0,95,1,95,99614720.00,95.00,1048576.00,0.00,,->
10.20.73.129,172.18.3.20,64304,53,17,0.00,0,95,1,95,0.00,95.00,0.00,0.00,,->
10.20.73.129,10.64.77.10,56078,53,17,0.00,0,95,1,95,0.00,95.00,0.00,0.00,,->
10.20.73.129,172.18.2.20,63541,53,17,0.00,0,95,1,95,79691776.00,95.00,838860.80,0.00,,->
10.20.73.129,172.16.0.100,59894,53,17,0.00,0,95,1,95,0.00,95.00,0.00,0.00,,->
10.20.73.129,172.16.0.101,50284,53,17,0.00,0,95,1,95,0.00,95.00,0.00,0.00,,->
10.20.73.129,172.18.3.20,51719,53,17,0.00,0,106,1,106,0.00,106.00,0.00,0.00,,->
10.20.73.129,172.18.2.20,56015,53,17,0.00,0,106,1,106,0.00,106.00,0.00,0.00,,->
10.20.73.129,172.16.0.100,50986,53,17,0.00,0,106,1,106,0.00,106.00,0.00,0.00,,->
10.20.73.129,10.64.76.10,64379,53,17,0.00,0,106,1,106,0.00,106.00,0.00,0.00,,->
10.20.73.129,172.16.0.101,61353,53,17,0.00,0,106,1,106,0.00,106.00,0.00,0.00,,->
10.20.73.129,10.64.77.10,58077,53,17,0.00,0,106,1,106,0.00,106.00,0.00,0.00,,->
10.20.73.129,10.64.76.10,55491,53,17,0.00,0,95,1,95,79691776.00,95.00,838860.80,0.00,,->
10.20.73.129,172.18.3.20,50779,53,17,0.00,0,85,1,85,0.00,85.00,0.00,0.00,,->
10.20.73.129,10.64.76.10,52022,53,17,0.00,0,85,1,85,0.00,85.00,0.00,0.00,,->
10.20.73.129,172.16.0.100,50449,53,17,0.00,0,85,1,85,89128960.00,85.00,1048576.00,0.00,,->
10.20.73.129,172.16.0.101,61951,53,17,0.00,0,85,1,85,0.00,85.00,0.00,0.00,,->
10.20.73.129,172.18.3.20,54811,53,17,0.00,0,85,1,85,71303168.00,85.00,838860.80,0.00,,->
10.20.73.129,172.18.2.20,57012,53,17,0.00,0,85,1,85,0.00,85.00,0.00,0.00,,->
10.20.73.129,172.16.0.100,57102,53,17,0.00,0,85,1,85,89128960.00,85.00,1048576.00,0.00,,->
10.20.73.129,10.64.76.10,55564,53,17,0.00,0,85,1,85,0.00,85.00,0.00,0.00,,->
10.20.73.129,172.16.0.101,51369,53,17,0.00,0,85,1,85,0.00,85.00,0.00,0.00,,->
10.20.73.129,10.64.77.10,53540,53,17,0.00,0,85,1,85,89128960.00,85.00,1048576.00,0.00,,->
10.20.73.129,10.64.77.10,51907,53,17,0.00,0,85,1,85,71303168.00,85.00,838860.80,0.00,,->
10.20.73.129,172.18.2.20,59864,53,17,0.00,0,85,1,85,0.00,85.00,0.00,0.00,,->
172.16.0.100,10.20.73.129,53,58818,17,0.00,0,111,1,111,93113548.80,111.00,838860.80,0.00,,->
172.16.0.101,10.20.73.129,53,55539,17,0.00,0,203,1,203,0.00,203.00,0.00,0.00,,->
172.16.0.100,10.20.73.129,53,65504,17,0.00,0,203,1,203,0.00,203.00,0.00,0.00,,->
172.16.0.100,10.20.73.129,53,56451,17,0.00,0,202,1,202,0.00,202.00,0.00,0.00,,->
172.16.0.100,10.20.73.129,53,59894,17,0.00,0,152,1,152,0.00,152.00,0.00,0.00,,->
172.16.0.100,10.20.73.129,53,50449,17,0.00,0,101,1,101,0.00,101.00,0.00,0.00,,->
172.16.0.100,10.20.73.129,53,57102,17,0.00,0,225,1,225,0.00,225.00,0.00,0.00,,->
172.16.0.101,10.20.73.129,53,54181,17,0.00,0,111,1,111,116391936.00,111.00,1048576.00,0.00,,->
172.16.0.101,10.20.73.129,53,62467,17,0.00,0,113,1,113,118489088.00,113.00,1048576.00,0.00,,->
172.16.0.100,10.20.73.129,53,60334,17,0.00,0,113,1,113,0.00,113.00,0.00,0.00,,->
172.16.0.100,10.20.73.129,53,54982,17,0.00,0,271,1,271,0.00,271.00,0.00,0.00,,->
172.16.0.100,10.20.73.129,53,49920,17,0.00,0,137,1,137,0.00,137.00,0.00,0.00,,->
172.16.0.101,10.20.73.129,53,52467,17,0.00,0,202,1,202,0.00,202.00,0.00,0.00,,->
172.16.0.100,10.20.73.129,53,59170,17,0.00,0,172,1,172,0.00,172.00,0.00,0.00,,->
172.16.0.101,10.20.73.129,53,61353,17,0.00,0,234,1,234,196293427.20,234.00,838860.80,0.00,,->
172.16.0.101,10.20.73.129,53,56365,17,0.00,0,172,1,172,240473429.33,172.00,1398101.33,0.00,,->
172.16.0.101,10.20.73.129,53,52064,17,0.00,0,271,1,271,0.00,271.00,0.00,0.00,,->
172.16.0.101,10.20.73.129,53,59039,17,0.00,0,137,1,137,0.00,137.00,0.00,0.00,,->
172.16.0.101,10.20.73.129,53,51369,17,0.00,0,225,1,225,0.00,225.00,0.00,0.00,,->
172.16.0.101,10.20.73.129,53,61951,17,0.00,0,101,1,101,105906176.00,101.00,1048576.00,0.00,,->
172.16.0.101,10.20.73.129,53,50284,17,0.00,0,152,1,152,0.00,152.00,0.00,0.00,,->
172.16.0.100,10.20.73.129,53,50159,17,0.00,0,130,1,130,109051904.00,130.00,838860.80,0.00,,->
172.16.0.101,10.20.73.129,53,58171,17,0.00,0,130,1,130,0.00,130.00,0.00,0.00,,->
172.16.0.100,10.20.73.129,53,50986,17,0.00,0,234,1,234,0.00,234.00,0.00,0.00,,->
10.20.73.129,172.18.3.20,58707,53,17,0.00,0,74,1,74,0.00,74.00,0.00,0.00,,->
10.20.73.129,172.16.0.101,52918,53,17,0.00,0,74,1,74,62075699.20,74.00,838860.80,0.00,,->
10.20.73.129,172.18.2.20,51718,53,17,0.00,0,74,1,74,62075699.20,74.00,838860.80,0.00,,->
10.20.73.129,10.64.77.10,63292,53,17,0.00,0,74,1,74,77594624.00,74.00,1048576.00,0.00,,->
10.20.73.129,172.16.0.100,53066,53,17,0.00,0,74,1,74,0.00,74.00,0.00,0.00,,->
10.20.73.129,10.64.76.10,64033,53,17,0.00,0,74,1,74,77594624.00,74.00,1048576.00,0.00,,->
172.16.0.100,10.20.73.129,53,53066,17,0.00,0,159,1,159,133378867.20,159.00,838860.80,0.00,,->
10.20.73.129,34.204.130.59,65078,443,6,0.24,1693,78,12,1771,7384.61,147.58,50.04,21.71,"ACK, SYN",->
172.16.0.101,10.20.73.129,53,52918,17,0.00,0,159,1,159,166723584.00,159.00,1048576.00,0.00,,->
34.204.130.59,10.20.73.129,443,65078,6,0.23,7095,74,13,7169,30598.07,551.46,55.49,95.88,"ACK, SYN",->
10.20.73.129,172.16.0.100,57548,53,17,0.00,0,108,1,108,0.00,108.00,0.00,0.00,,->
10.20.73.129,10.64.76.10,60358,53,17,0.00,0,108,1,108,113246208.00,108.00,1048576.00,0.00,,->
10.20.73.129,172.18.3.20,49501,53,17,0.00,0,108,1,108,113246208.00,108.00,1048576.00,0.00,,->
10.20.73.129,172.18.2.20,58002,53,17,0.00,0,108,1,108,113246208.00,108.00,1048576.00,0.00,,->
10.20.73.129,10.64.77.10,60919,53,17,30.57,106,108,2,214,7.00,107.00,0.07,0.98,,->
10.20.73.129,172.16.0.101,51934,53,17,0.00,0,108,1,108,113246208.00,108.00,1048576.00,0.00,,->
172.16.0.100,10.20.73.129,53,57548,17,0.00,0,124,1,124,130023424.00,124.00,1048576.00,0.00,,->
172.16.0.101,10.20.73.129,53,51934,17,0.00,0,124,1,124,0.00,124.00,0.00,0.00,,->
10.20.73.129,20.103.246.163,65081,443,6,0.48,5092,78,15,5170,10882.66,344.67,31.57,65.28,"FIN, ACK, SYN",->
20.103.246.163,10.20.73.129,443,65081,6,0.47,7629,74,16,7703,16480.14,481.44,34.23,103.09,"FIN, ACK, SYN",->
10.20.73.129,142.250.188.234,65082,443,6,13.23,13926,78,24,14004,1058.26,583.50,1.81,178.54,"ACK, SYN",->
142.250.188.234,10.20.73.129,443,65082,6,13.27,6448,74,27,6522,491.30,241.56,2.03,87.14,"ACK, SYN",->
10.20.73.129,10.20.0.1,49232,5351,17,0.00,54,44,2,98,106542.71,49.00,2174.34,1.23,,->
10.20.73.129,10.20.0.1,55632,5351,17,0.00,66,44,2,110,147686.76,55.00,2685.21,1.50,,->
10.20.73.129,10.20.0.1,55632,1900,17,0.00,0,136,1,136,0.00,136.00,0.00,0.00,,->
10.20.73.129,239.255.255.250,55632,1900,17,0.00,179,136,2,315,146102.59,157.50,927.64,1.32,,->
10.20.73.129,10.64.76.10,58626,53,17,0.00,0,96,1,96,100663296.00,96.00,1048576.00,0.00,,->
10.20.73.129,172.18.3.20,59063,53,17,0.00,0,87,1,87,91226112.00,87.00,1048576.00,0.00,,->
10.20.73.129,172.18.3.20,60187,53,17,0.00,0,96,1,96,100663296.00,96.00,1048576.00,0.00,,->
10.20.73.129,10.64.77.10,58055,53,17,0.00,0,96,1,96,80530636.80,96.00,838860.80,0.00,,->
10.20.73.129,172.18.3.20,64999,53,17,0.00,0,96,1,96,0.00,96.00,0.00,0.00,,->
10.20.73.129,172.18.2.20,63701,53,17,0.00,0,96,1,96,100663296.00,96.00,1048576.00,0.00,,->
10.20.73.129,172.18.3.20,63487,53,17,0.00,0,87,1,87,72980889.60,87.00,838860.80,0.00,,->
10.20.73.129,172.16.0.100,64272,53,17,0.00,0,96,1,96,80530636.80,96.00,838860.80,0.00,,->
10.20.73.129,172.16.0.101,51653,53,17,0.00,0,96,1,96,100663296.00,96.00,1048576.00,0.00,,->
10.20.73.129,10.64.76.10,51647,53,17,0.00,0,96,1,96,100663296.00,96.00,1048576.00,0.00,,->
10.20.73.129,10.64.77.10,50381,53,17,0.00,0,96,1,96,100663296.00,96.00,1048576.00,0.00,,->
10.20.73.129,172.16.0.101,56230,53,17,0.00,0,87,1,87,121634816.00,87.00,1398101.33,0.00,,->
10.20.73.129,10.64.76.10,54761,53,17,0.00,0,87,1,87,91226112.00,87.00,1048576.00,0.00,,->
10.20.73.129,172.18.2.20,57484,53,17,0.00,0,96,1,96,0.00,96.00,0.00,0.00,,->
10.20.73.129,10.64.77.10,63464,53,17,0.00,0,87,1,87,91226112.00,87.00,1048576.00,0.00,,->
10.20.73.129,172.16.0.100,60438,53,17,0.00,0,96,1,96,23685481.41,96.00,246723.76,0.00,,->
10.20.73.129,172.18.2.20,57775,53,17,0.00,0,87,1,87,0.00,87.00,0.00,0.00,,->
10.20.73.129,172.16.0.101,57603,53,17,0.00,0,96,1,96,80530636.80,96.00,838860.80,0.00,,->
10.20.73.129,172.16.0.100,57130,53,17,0.00,0,87,1,87,0.00,87.00,0.00,0.00,,->
10.20.73.129,172.16.0.100,63333,53,17,0.00,0,87,1,87,91226112.00,87.00,1048576.00,0.00,,->
10.20.73.129,172.18.3.20,51186,53,17,0.00,0,96,1,96,134217728.00,96.00,1398101.33,0.00,,->
10.20.73.129,172.18.3.20,49922,53,17,0.00,0,87,1,87,72980889.60,87.00,838860.80,0.00,,->
10.20.73.129,172.16.0.100,54256,53,17,0.00,0,96,1,96,0.00,96.00,0.00,0.00,,->
10.20.73.129,10.64.76.10,54030,53,17,0.00,0,87,1,87,0.00,87.00,0.00,0.00,,->
10.20.73.129,172.16.0.101,55803,53,17,0.00,0,96,1,96,0.00,96.00,0.00,0.00,,->
10.20.73.129,172.18.2.20,63559,53,17,0.00,0,96,1,96,0.00,96.00,0.00,0.00,,->
10.20.73.129,10.64.77.10,56949,53,17,0.00,0,87,1,87,0.00,87.00,0.00,0.00,,->
10.20.73.129,172.18.2.20,57913,53,17,0.00,0,87,1,87,0.00,87.00,0.00,0.00,,->
10.20.73.129,10.64.77.10,52257,53,17,0.00,0,87,1,87,0.00,87.00,0.00,0.00,,->
10.20.73.129,172.16.0.101,62887,53,17,0.00,0,87,1,87,0.00,87.00,0.00,0.00,,->
10.20.73.129,10.64.76.10,59800,53,17,0.00,0,87,1,87,0.00,87.00,0.00,0.00,,->
10.20.73.129,172.18.2.20,49926,53,17,0.00,0,87,1,87,0.00,87.00,0.00,0.00,,->
10.20.73.129,172.16.0.101,63633,53,17,0.00,0,87,1,87,0.00,87.00,0.00,0.00,,->
10.20.73.129,10.64.77.10,63631,53,17,0.00,0,96,1,96,0.00,96.00,0.00,0.00,,->
10.20.73.129,172.16.0.100,51170,53,17,0.00,0,87,1,87,0.00,87.00,0.00,0.00,,->
10.20.73.129,10.64.76.10,65267,53,17,0.00,0,96,1,96,0.00,96.00,0.00,0.00,,->
172.16.0.100,10.20.73.129,53,64272,17,0.00,0,163,1,163,0.00,163.00,0.00,0.00,,->
172.16.0.100,10.20.73.129,53,60438,17,0.00,0,198,1,198,0.00,198.00,0.00,0.00,,->
172.16.0.100,10.20.73.129,53,57130,17,0.00,0,103,1,103,108003328.00,103.00,1048576.00,0.00,,->
172.16.0.100,10.20.73.129,53,63333,17,0.00,0,227,1,227,238026752.00,227.00,1048576.00,0.00,,->
172.16.0.101,10.20.73.129,53,56230,17,0.00,0,103,1,103,108003328.00,103.00,1048576.00,0.00,,->
172.16.0.101,10.20.73.129,53,63633,17,0.00,0,152,1,152,127506841.60,152.00,838860.80,0.00,,->
172.16.0.100,10.20.73.129,53,51170,17,0.00,0,152,1,152,0.00,152.00,0.00,0.00,,->
172.16.0.100,10.20.73.129,53,54256,17,0.00,0,187,1,187,0.00,187.00,0.00,0.00,,->
172.16.0.101,10.20.73.129,53,62887,17,0.00,0,227,1,227,0.00,227.00,0.00,0.00,,->
172.16.0.101,10.20.73.129,53,51653,17,0.00,0,163,1,163,0.00,163.00,0.00,0.00,,->
172.16.0.101,10.20.73.129,53,57603,17,0.00,0,198,1,198,0.00,198.00,0.00,0.00,,->
172.16.0.101,10.20.73.129,53,55803,17,0.00,0,187,1,187,0.00,187.00,0.00,0.00,,->
10.20.73.129,151.101.3.6,57347,443,17,0.07,3789,1242,12,5031,69799.16,419.25,166.49,3.05,,->
151.101.3.6,10.20.73.129,443,57347,17,1.27,10236,783,15,11019,8663.11,734.60,11.79,13.07,,->
10.20.73.129,23.192.228.76,65089,443,6,0.33,913,78,7,991,3039.20,141.57,21.47,11.71,"FIN, ACK, SYN",->
10.20.73.129,23.32.229.200,65090,443,6,0.36,1896,78,15,1974,5426.73,131.60,41.24,24.31,"FIN, ACK, SYN",->
10.20.73.129,23.192.228.77,65091,443,6,0.32,1149,78,9,1227,3776.70,136.33,27.70,14.73,"FIN, ACK, SYN",->
23.192.228.76,10.20.73.129,443,65089,6,0.32,3869,74,6,3943,12324.87,657.17,18.75,52.28,"FIN, ACK, SYN",->
23.32.229.200,10.20.73.129,443,65090,6,0.36,7263,74,15,7337,20542.50,489.13,42.00,98.15,"FIN, ACK, SYN",->
23.192.228.77,10.20.73.129,443,65091,6,0.31,3999,74,8,4073,12959.91,509.12,25.46,54.04,"FIN, ACK, SYN",->
10.20.73.129,23.32.229.200,65092,443,6,0.65,2028,78,17,2106,3238.01,123.88,26.14,26.00,"FIN, ACK, SYN",->
10.20.73.129,23.192.228.76,65093,443,6,30.70,1672,78,13,1750,57.00,134.62,0.42,21.44,"FIN, ACK, SYN",->
23.192.228.76,10.20.73.129,443,65093,6,30.70,4884,74,10,4958,161.52,495.80,0.33,66.00,"FIN, ACK, SYN",->
23.32.229.200,10.20.73.129,443,65092,6,0.64,7329,74,16,7403,11489.68,462.69,24.83,99.04,"FIN, ACK, SYN",->
10.20.73.129,23.192.228.76,65094,443,6,0.16,1318,78,8,1396,8832.36,174.50,50.62,16.90,"ACK, SYN",->
23.192.228.76,10.20.73.129,443,65094,6,0.14,4082,74,7,4156,29124.24,593.71,49.05,55.16,"ACK, SYN",->
10.20.73.129,172.18.3.20,64472,53,17,0.00,0,85,1,85,0.00,85.00,0.00,0.00,,->
10.20.73.129,172.16.0.100,60401,53,17,0.00,0,85,1,85,0.00,85.00,0.00,0.00,,->
10.20.73.129,172.18.3.20,61144,53,17,0.00,0,85,1,85,0.00,85.00,0.00,0.00,,->
10.20.73.129,10.64.76.10,54491,53,17,0.00,0,85,1,85,0.00,85.00,0.00,0.00,,->
10.20.73.129,172.16.0.100,59206,53,17,0.00,0,85,1,85,89128960.00,85.00,1048576.00,0.00,,->
10.20.73.129,10.64.77.10,59082,53,17,0.00,0,85,1,85,0.00,85.00,0.00,0.00,,->
10.20.73.129,10.64.76.10,55402,53,17,0.00,0,85,1,85,0.00,85.00,0.00,0.00,,->
10.20.73.129,10.64.77.10,54988,53,17,0.00,0,85,1,85,0.00,85.00,0.00,0.00,,->
10.20.73.129,172.18.2.20,55107,53,17,0.00,0,85,1,85,89128960.00,85.00,1048576.00,0.00,,->
10.20.73.129,172.18.2.20,55170,53,17,0.00,0,85,1,85,0.00,85.00,0.00,0.00,,->
10.20.73.129,172.16.0.101,50169,53,17,0.00,0,85,1,85,0.00,85.00,0.00,0.00,,->
10.20.73.129,172.16.0.101,60810,53,17,0.00,0,85,1,85,0.00,85.00,0.00,0.00,,->
172.16.0.100,10.20.73.129,53,59206,17,0.00,0,101,1,101,0.00,101.00,0.00,0.00,,->
10.20.73.129,23.32.228.33,65095,443,6,1.99,1074,78,11,1152,578.43,104.73,5.52,13.77,"FIN, ACK, SYN",->
172.16.0.100,10.20.73.129,53,60401,17,0.00,0,225,1,225,0.00,225.00,0.00,0.00,,->
172.16.0.101,10.20.73.129,53,60810,17,0.00,0,101,1,101,0.00,101.00,0.00,0.00,,->
172.16.0.101,10.20.73.129,53,50169,17,0.00,0,225,1,225,0.00,225.00,0.00,0.00,,->
23.32.228.33,10.20.73.129,443,65095,6,1.98,3875,74,8,3949,1994.08,493.62,4.04,52.36,"FIN, ACK, SYN",->
10.20.73.129,172.18.3.20,62681,53,17,0.00,0,72,1,72,0.00,72.00,0.00,0.00,,->
10.20.73.129,172.18.3.20,62223,53,17,0.00,0,72,1,72,0.00,72.00,0.00,0.00,,->
10.20.73.129,172.16.0.101,50108,53,17,0.00,0,72,1,72,75497472.00,72.00,1048576.00,0.00,,->
10.20.73.129,172.16.0.100,52754,53,17,0.00,0,72,1,72,100663296.00,72.00,1398101.33,0.00,,->
10.20.73.129,10.64.76.10,49265,53,17,0.00,0,72,1,72,60397977.60,72.00,838860.80,0.00,,->
10.20.73.129,172.16.0.100,50080,53,17,0.00,0,72,1,72,0.00,72.00,0.00,0.00,,->
10.20.73.129,10.64.77.10,54313,53,17,0.00,0,72,1,72,0.00,72.00,0.00,0.00,,->
10.20.73.129,10.64.77.10,64305,53,17,0.00,0,72,1,72,0.00,72.00,0.00,0.00,,->
10.20.73.129,172.16.0.101,52015,53,17,0.00,0,72,1,72,60397977.60,72.00,838860.80,0.00,,->
10.20.73.129,172.16.0.101,59148,53,17,0.00,0,72,1,72,0.00,72.00,0.00,0.00,,->
10.20.73.129,10.64.76.10,58308,53,17,0.00,0,72,1,72,0.00,72.00,0.00,0.00,,->
10.20.73.129,10.64.76.10,55124,53,17,0.00,0,72,1,72,0.00,72.00,0.00,0.00,,->
10.20.73.129,10.64.77.10,56229,53,17,0.00,0,72,1,72,0.00,72.00,0.00,0.00,,->
10.20.73.129,172.18.2.20,49220,53,17,0.00,0,72,1,72,75497472.00,72.00,1048576.00,0.00,,->
10.20.73.129,172.18.2.20,50713,53,17,0.00,0,72,1,72,0.00,72.00,0.00,0.00,,->
10.20.73.129,172.18.2.20,60875,53,17,0.00,0,72,1,72,0.00,72.00,0.00,0.00,,->
10.20.73.129,172.18.3.20,63841,53,17,0.00,0,72,1,72,0.00,72.00,0.00,0.00,,->
10.20.73.129,172.16.0.100,52530,53,17,0.00,0,72,1,72,75497472.00,72.00,1048576.00,0.00,,->
172.16.0.100,10.20.73.129,53,50080,17,0.00,0,211,1,211,0.00,211.00,0.00,0.00,,->
10.20.73.129,172.16.0.100,63371,53,17,0.00,0,92,1,92,0.00,92.00,0.00,0.00,,->
10.20.73.129,172.18.3.20,50597,53,17,0.00,0,92,1,92,0.00,92.00,0.00,0.00,,->
10.20.73.129,172.16.0.101,60954,53,17,0.00,0,92,1,92,96468992.00,92.00,1048576.00,0.00,,->
10.20.73.129,10.64.76.10,64290,53,17,0.00,0,92,1,92,0.00,92.00,0.00,0.00,,->
10.20.73.129,10.64.77.10,59675,53,17,0.00,0,92,1,92,0.00,92.00,0.00,0.00,,->
10.20.73.129,172.18.2.20,53000,53,17,0.00,0,92,1,92,0.00,92.00,0.00,0.00,,->
172.16.0.101,10.20.73.129,53,60954,17,0.00,0,152,1,152,0.00,152.00,0.00,0.00,,->
172.16.0.100,10.20.73.129,53,63371,17,0.00,0,152,1,152,159383552.00,152.00,1048576.00,0.00,,->
172.16.0.100,10.20.73.129,53,52530,17,0.00,0,207,1,207,217055232.00,207.00,1048576.00,0.00,,->
10.20.73.129,10.64.76.10,56353,53,17,0.00,0,92,1,92,0.00,92.00,0.00,0.00,,->
10.20.73.129,172.18.3.20,53202,53,17,0.00,0,92,1,92,0.00,92.00,0.00,0.00,,->
10.20.73.129,10.64.77.10,51420,53,17,0.00,0,92,1,92,0.00,92.00,0.00,0.00,,->
10.20.73.129,172.18.2.20,50212,53,17,0.00,0,92,1,92,0.00,92.00,0.00,0.00,,->
10.20.73.129,172.16.0.101,58326,53,17,0.00,0,92,1,92,96468992.00,92.00,1048576.00,0.00,,->
10.20.73.129,172.16.0.100,63765,53,17,0.00,0,92,1,92,96468992.00,92.00,1048576.00,0.00,,->
10.20.73.129,17.253.83.201,65096,443,6,0.86,2058,78,18,2136,2497.62,118.67,21.05,26.38,"FIN, RST, ACK, SYN",->
172.16.0.100,10.20.73.129,53,63765,17,0.00,0,148,1,148,0.00,148.00,0.00,0.00,,->
17.253.83.201,10.20.73.129,443,65096,6,0.05,33786,74,29,33860,746836.28,1167.59,639.64,456.57,"ACK, SYN",->
172.16.0.101,10.20.73.129,53,59148,17,0.00,0,207,1,207,217055232.00,207.00,1048576.00,0.00,,->
172.16.0.101,10.20.73.129,53,52015,17,0.00,0,183,1,183,0.00,183.00,0.00,0.00,,->
172.16.0.101,10.20.73.129,53,50108,17,0.00,0,211,1,211,0.00,211.00,0.00,0.00,,->
172.16.0.100,10.20.73.129,53,52754,17,0.00,0,242,1,242,253755392.00,242.00,1048576.00,0.00,,->
172.16.0.101,10.20.73.129,53,58326,17,0.00,0,148,1,148,155189248.00,148.00,1048576.00,0.00,,->
10.20.73.129,172.18.3.20,50057,53,17,0.00,0,86,1,86,0.00,86.00,0.00,0.00,,->
10.20.73.129,172.18.3.20,64152,53,17,0.00,0,86,1,86,72142028.80,86.00,838860.80,0.00,,->
10.20.73.129,172.16.0.100,64568,53,17,0.00,0,86,1,86,0.00,86.00,0.00,0.00,,->
10.20.73.129,172.16.0.101,54026,53,17,0.00,0,86,1,86,0.00,86.00,0.00,0.00,,->
10.20.73.129,172.18.3.20,62800,53,17,0.00,0,79,1,79,0.00,79.00,0.00,0.00,,->
10.20.73.129,10.64.76.10,62626,53,17,0.00,0,86,1,86,0.00,86.00,0.00,0.00,,->
10.20.73.129,172.18.3.20,51115,53,17,0.00,0,81,1,81,0.00,81.00,0.00,0.00,,->
10.20.73.129,172.16.0.100,53126,53,17,0.00,0,79,1,79,0.00,79.00,0.00,0.00,,->
